Title,Organization,Skills,Platform
Python GUI Programming using Tkinter and Python 3,Udemy,"Python GUI Programming is powerful and Tkinter is simple. Use them to create Applications, Python Graphics, UI and more.",Udemy
Build Real World Application with Xamarin Forms Part 2,Udemy,"Learn Xamarin Forms Real World Application From Beginning to End. Using Xamarin Forms, Web Api's and Microsoft Azure!",Udemy
Reflections and Annotation in Java Uncomplicated,Udemy,Build your own Spring like Dependency Injection and Hibernate Like ORM tools using core java Reflections and Annotations,Udemy
Master Bootstrap 4 (4.6.0) and code 7 projects with 25 pages,Udemy,"Master the latest version of Bootstrap 4 and create real projects and themes while learning HTML, web design and coding",Udemy
Salesforce Real time project on Lightning Component(AURA),Udemy,Implement a Salesforce realtime project,Udemy
Mastering SharePoint 2013 Development Using C# - Part II,Udemy,Learn How to build Advanced Applications for SharePoint in easy steps,Udemy
Typescript & React JS Course with React & Typescript Project,Udemy,Typescript and ReactJS course helps you understand React JS & Type script in detail with real Typescript React Projects,Udemy
Leaflet for Beginners,Udemy,Complete guide for building map rich applications using Leaflet,Udemy
Intro To HTML & CSS: Web Development For Beginners,Udemy,Learn the Fundamentals of HTML & CSS In This Complete Introductory Course and Start Your Business as a Web Developer.,Udemy
Master The Java Programming Language,Udemy,A step by step guide to master the Java programming language from ground up.,Udemy
Deploy Serverless Machine Learning Models to AWS Lambda,Udemy,Use Serverless Framework for fast deployment of different ML models to scalable and cost-effective AWS Lambda service.,Udemy
"Git, GitHub & Markdown Crash Course: Learn Git, GitHub & MD",Udemy,"Learn Git, GitHub and Markdown. Manage software project’s code, Collaborate with other developers and boost your skills",Udemy
The Complete Angular 5 Essentials Course For Beginners,Udemy,In our complete course students will learn all of the Angular 5 essentials from a complete beginner to advanced user!,Udemy
Flutter & Firebase Tutorial: Build 5 Social Media Apps,Udemy,"Learn Flutter & Firebase by building Instagram, TikTok, Twitch, Zoom & WhatsApp!",Udemy
WebRTC Practical Course. Create Video Chat Application,Udemy,Learn WebRTC by creating Meet the Strangers app (Omegle clone with direct calls possibility) with vanilla JavaScript,Udemy
Introduction to Testing in Go (Golang),Udemy,"Learn how to write effective unit and integration tests in Go, for web applications and REST APIs",Udemy
Data Science and Machine Learning Basic to Advanced,Udemy,Complete Introduction to Data Science and Machine Learning from Basic to Advanced.,Udemy
Laravel Multi User Blogging Platform with SEO (2 projects),Udemy,"Learn, understand and master Laravel PHP Framework. Build Multi User Blogging Platform by the end of this course.",Udemy
Apple Watch Programming for iOS Developers - WatchOS 3 Apps,Udemy,"Using Xcode 8 and Swift 3, learn how to make 3 complete WatchKit apps",Udemy
Complete iOS 16 Developer with swift UI and 10 apps,Udemy,Learn iOS development with swift UI and building lots of apps.,Udemy
Java Interview Questions Boot Camp - 1000+ Q& A Master Class,Udemy,"Covering Generics, Collections, MultiThreading, Design Patterns, OOPs, Functional Programming, OOAD, ENUM and much more",Udemy
A/B Testing in Python,Udemy,"Learn How To Define, Start, And Analyze The Results Of An A/B Test. Improve Business Performance Through A/B Testing",Udemy
90 Minute Contact Manager in FileMaker Pro,Udemy,Create a Contact Manager in FileMaker Pro 15 in approximately 1 Hour,Udemy
C++ Programming MADE EASY : A Concise C++ Course,Udemy,A complete beginner's guide to learn C++ from scratch. Learn to write your own code.,Udemy
Raspberry Pi: Make a Workbench Computer,Udemy,Build a touch-screen driven application and control appliances and devices using a Raspberry Pi,Udemy
Learn Automation with Geb and Spock,Udemy,"Another wrapper on Selenium WebDriver to resolve your Automation need, So learn Geb and Spock to automate",Udemy
SQL Server SSAS (Tabular) - Analysis Services & DAX,Udemy,Data Science + Microsoft BI Introduction. Create your own SSAS Tabular Cubes from SQL databases 2017. Trainer is MCSE,Udemy
Master Data Engineering using GCP Data Analytics,Udemy,"Learn GCS for Data Lake, BigQuery for Data Warehouse, GCP Dataproc and Databricks for Big Data Pipelines",Udemy
Learn C++ Programming Mini Course - Power of Animation,Udemy,"A Programming Course in C++ language, great for beginners, that will teach you C++ coding from scratch using Animation.",Udemy
Dart & Flutter - Zero to Mastery [2023] + Clean Architecture,Udemy,Comprehensive Flutter course to quickly and effectively start professional app development. And much more!,Udemy
Learn Python 3 from scratch to become a developer in demand,Udemy,"A definitive guide to learn python 3.x with examples and exercises, created with keeping beginners in mind",Udemy
Learn Python 3 From Scratch,Udemy,Comprehensive python guide! Learn the basics and advanced of python from scratch.,Udemy
Node.js Certification Training,Udemy,Master Node.js from scratch and become a Full Stack Web Developer (MERN and MEAN stacks). Integrate Node.js with MongoDB,Udemy
PHP with MySQL- Procedural Part,Udemy,Learn to Code in PHP Procedural way in an easy and understandable way by following from basics to using MySQL with PHP,Udemy
Java Programming – the Master Course,Udemy,From Java Beginner to Java Expert in ten simple steps,Udemy
DevOps For Beginners: Saving Your Code From The Apocalypse,Udemy,What does DevOps mean? How does it benefit you? And what are the steps for a perfect Software Development Life Cycle?,Udemy
Complete Git and Github Beginner to Expert,Udemy,Git and Github from scratch using step-by-step. You will learn Git & Github with great & easy to understand examples!,Udemy
NestJS - Building Real Project API From Scratch,Udemy,"Learn Nest, Typescript, Node, Postgresql, TypeORM, Express, REST Backend by building API for real application",Udemy
Create Simple GUI Applications with Python and Qt,Udemy,Learn how to build simple GUI applications with Python and PyQt. Create your own web browser! Includes code + Free EBook,Udemy
SDET Java: Automation Testing from Scratch - Complete Guide,Udemy,Practical guide to become Expert QA Automation Engineer (AQA) and SDET/Test Architect,Udemy
Azure Data Factory | Data Engineering on the Cloud,Udemy,"Get hands on and build a modern data lake with Azure Data Factory (ADF), Data Lake Storage, Azure SQL and more! (DP203)",Udemy
Next JS & Open AI / GPT: Next-generation Next JS & AI apps,Udemy,"Next JS & OpenAI GPT3.5: Build an SEO-friendly blog post gen app with auth0, GPT, stripe payments, tailwind, & MongoDB",Udemy
Next JS & Typescript with Shopify Integration - Full Guide,Udemy,Learn modern Next JS(Next 10+). Code everything in Typescript and integrate with Shopify. Professional app architecture.,Udemy
Short Programming intro in Python and C++,Udemy,Enough basics to decide your next deep course!,Udemy
Master CI/CD for iOS Developers,Udemy,Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,Udemy
The Complete Unity 5 Intro - Learn to Build and Design Games,Udemy,Everything you need to know to get started in the world of Game and Level Development with Unity 5 from the ground up!,Udemy
An Absolute Beginner's Guide To Linux!,Udemy,How To Get Started In Linux For Absolute Beginners,Udemy
Spring 6 & Spring Boot 3 for Beginners (Includes 5 Projects),Udemy,"Spring Framework Core 6, Spring Boot 3, Spring Security 6, REST API, Spring MVC, Spring WebFlux, JPA, Thymeleaf, Docker",Udemy
Linear Regression and Logistic Regression using R Studio,Udemy,Linear Regression and Logistic Regression for beginners. Understand the difference between Regression & Classification,Udemy
ASP.NET Core Web API - Zero to Hero [ASP.Net Core 5.0],Udemy,"Master the ASP.NET Core Web API concepts, Develop RESTful Web API and consume them in Angular application",Udemy
Python for Beginners: The Complete Python Masterclass,Udemy,Achieve a Complete Mastery over the Core Python Skills using Examples and Exercises,Udemy
"JUnit 5, Mockito, PowerMock, TDD, BDD & ATTD",Udemy,Learn JUnit 5 (JUpiter) + libraries for unit and integration testing from scratch together with test-driven development,Udemy
Deploying web apps for new developers on AWS ec2,Udemy,"A straight-forward approach for new developers, code school students, or anyone not familiar with deploying apps.",Udemy
Level Up Discord Bot Nodejs Development 2023,Udemy,Level Up Feature For Your Server Members,Udemy
MySQL Database Admin  -DBA for BeginnersLearn Practical  Hands-on MySQL DBA Skills,Udemy,Learn Practical  Hands-on MySQL DBA Skills,Udemy
Become a Front End Web Developer - JavaScript for Beginners,Udemy,"Best JavaScript course for beginners with step by step instructions. Learn basics, ES6, DOM and AJAX with mini project.",Udemy
Hands-On Guide to Argo Workflows on Kubernetes,Udemy,Learn how to orchestrate Kubernetes-native workflows with Argo Workflows.,Udemy
Selenium Automation: a complete package,Udemy,"Learn selenium and integrate with TestNG, Maven, GitHub, SonarQube, GMail and Jenkins",Udemy
No-Code Machine Learning Using Amazon AWS SageMaker Canvas,Udemy,Build your Machine Learning Model and get accurate predictions without writing any Code using AWS SageMaker Canvas,Udemy
One-stop Ruby on Rails: Build Web Applications from Scratch,Udemy,"Master Ruby on Rails, HTML, CSS, APIs, and other web technologies by building Etsy, Yelp, and Craigslist from scratch.",Udemy
Complete iOS Bootcamp - Swift & Objective-C,Udemy,"Beginner to Advanced iPhone / iPad App Development with Swift, Objective-C and Xcode.",Udemy
Database Programming with Python,Udemy,"Learn how to integrate free and enterprise databases into your Python workflow including SQLite, MySQL, and SQL Server",Udemy
Introduction to World Machine,Udemy,Gain a strong foundation into the world of procedural terrain generation taught by a 13-year game industry veteran.,Udemy
Artificial Intelligence (AI) in Software Testing,Udemy,The Future of Automated Testing with Machine Learning - Implementing Artificial Intelligence (AI) in Test Automation,Udemy
Introduction to Data Structures & Algorithms,Udemy,Learn Data Structure & Algorithm from Scratch.,Udemy
Complete beginners introduction to web development,Udemy,Learn web development basics.,Udemy
Algorithms for Job Interviews and Competitive Programming,Udemy,Quickly understand the most important Algorithms and learn how to use them to solve real Programming Problems.,Udemy
Build amazing real desktop application by javaFx,Udemy,Create your Professional javafx application with a amazing user interfaces and material design,Udemy
Upgrade from JSP to Thymeleaf with SpringMVC and Spring Boot,Udemy,"Replace Java Server Pages with Thymeleaf - the modern, design friendly, template engine, to build better Spring web apps",Udemy
Unity Game Development Master Class,Udemy,Become a Game Developer,Udemy
"Python training, from scratch to penetration tester",Udemy,Thousands of jobs are waiting for python developers. Learn to make your own penetration testing GUI tools.,Udemy
Creating powerful API's with Django Rest Framework on Heroku,Udemy,Learn how to create powerful API's with Django 2.1 and Django Rest Framework 3 deploying on Heroku,Udemy
Create POS System - Inventory & sales with PHP 7 & adminLTE,Udemy,Learn how to create a POS system with inventory management and billing using PHP 7 and AdminLTE,Udemy
Oracle APEX Advanced Course - Learn JavaScript (2023),Udemy,Customize your Oracle APEX Applications easily by the Out Of The Box provided JavaScript APEX APIs.,Udemy
Unity: Particles from beginner to advanced!,Udemy,Take your games to the next level by recreating amazing particles seen in many pupular games nowadays.,Udemy
Unity Multiplayer UNET Build Online Shooter . Code included,Udemy,All in one guide to take any Unity games into multiplayer. This is the easiest way to understand and use multiplayer,Udemy
Python and Tableau: The Complete Data Analytics Bootcamp!,Udemy,"Become a master at Data Analytics with Python and Tableau - Build 3 Projects, share on your resume and learn by doing!",Udemy
Writing High Performance Python,Udemy,Learn how to use Python to write efficient code and create efficient applications.,Udemy
Machine Learning using Python,Udemy,"Linear & Logistic Regression, Decision Trees, XGBoost, SVM & other ML models in Python",Udemy
Complete php mysql course - Learn php mysql and php oop,Udemy,"Php mysql complete guide learn php mysql to create calculator, currency converter & online voting system using php mysql",Udemy
AWS Lambda For The .NET Developer,Udemy,Learn to build Serverless Applications on AWS,Udemy
Python Design Patterns,Udemy,"Design patterns to improve the speed, code reuse, and performance of your Python applications",Udemy
Pass The Certified Blockchain Developer Exam - Ethereum CBDE,Udemy,Want To Become A Certified Ethereum Blockchain Developer? Do This Course To Prepare For The Blockchain Accreditation!,Udemy
Lambda with Functional Programming in Java8,Udemy,Lambda expression with Functional Programming Example,Udemy
CSS Grid & Flexbox - The Ultimate Course Build +10 Projects,Udemy,Create Modern Web Layouts w/ CSS Grid & Flexbox While Building +10 Real World Projects - SASS & CSS Transitions Included,Udemy
Making an Action-Adventure Game Using GameMaker,Udemy,Build a feature-rich 2D game while learning the best of GameMaker Language!,Udemy
LangChain with Python Bootcamp,Udemy,Build real world applications with Large Language Models and LangChain!,Udemy
Flutter & Dart Bootcamp-Getting Started Complete Guide 2022,Udemy,Learn Google Flutter With Dart ! Start from basics and go all the way to creating your own Awesome Apps With Flutter,Udemy
Learn Python by creating 10 apps with tkinter,Udemy,Master GUI development and Python by creating desktop applications,Udemy
Python - Solve 250 Python Quizzes,Udemy,A great 'Python Complete Masterclass for Beginners' course companion with 250 quizzes to boost your Python skills.,Udemy
Android Firebase Masterclass - Master Google Firebase,Udemy,Create Cloud based Android applications using Google Firebase and expand your career options,Udemy
"Power BI Masterclass 8 - Python, Finance, and advanced DAX",Udemy,How to become a data analyst and learn Power BI fast. Power BI data scientist python  Power BI Data Science,Udemy
"Advanced WordPress Gutenberg Blocks, Post Types & Taxonomies",Udemy,"The Most Advanced & Hands on WordPress Course, Create +10 Different Projects w/ Gutenberg, Post Types, Taxonomies & More",Udemy
"JSON with Java APIs, jQuery and JSON REST Web Services",Udemy,Learn and understand JSON AJAX with JQuery and Java APIs such as Jackson and JSON RESTful Web Service with Apache Jersey,Udemy
Object Orientation in PHP,Udemy,"Fully understand object oriented analysis, design and programming from the ground up.",Udemy
Object Oriented PHP & TDD with PHPUnit from Scratch,Udemy,Learn Object Oriented PHP & Test Driven Development using PHPUnit - Project Included,Udemy
Practical Python Programming Practices (100 Common Projects),Udemy,Master python programming with 100 best python programming practices for absolute beginners to excel in the industry,Udemy
"2023 SDLC Full Stack Course Spring Boot 3, MongoDB, Docker",Udemy,"Learn to Plan Define Design Code Test & Deploy Spring Boot 3.0 Full Stack application using MongoDB, RabbitMQ and Docker",Udemy
Learn Python for beginners,Udemy,Get quickly started with the python programming language while doing exciting projects,Udemy
Solid Principles (2023) for Software Design & Architecture,Udemy,Master SOLID Principles of software design and  software Architecture and write clean code in C# object oriented design,Udemy
The Complete Unity 5 Guide: Unity Game Development Made Easy,Udemy,"Build Your Dream Unity Game; Learn Game Design, Game Development, C#, and Build Complete 2D & 3D Games with Unity Engine",Udemy
Learn Bash Shell in Linux for Beginners,Udemy,This course teaches beginning Linux shell scripting in the Bash shell,Udemy
Design Like a Pro with WordPress and Elementor! 2023 Updated,Udemy,Most Easy Way To Create Websites 3 Projects Included!,Udemy
Salesforce Development for Intermediate Developers,Udemy,"Become a Salesforce Developer by learning Apex Programming. Learn about Integration, REST webservices, Testing framework",Udemy
The Beginners Guide to 3D Web Game Development with ThreeJS,Udemy,"Learn how to write JavaScript code while having fun creating games using the WebGL library, ThreeJS",Udemy
Python Programming: Create an Digital Marketplace in Django,Udemy,"Build a User-Generated Digital Photography Marketplace step-by-step with Django 1.8, Python, & jQuery.",Udemy
Learn React & Angular Step by Step: Building Projects (2023),Udemy,Complete Beginners guide to get started with React JS & Angular 10. Step by Step instructions with projects included,Udemy
"Creating turn-based game, Unity Engine",Udemy,"Unity 3D, C#, Pathfinding, AI, Design Patterns, Game Architecture and much more",Udemy
Game Audio 101: How to Create Sounds for Games,Udemy,"Learn game audio, sound design, and sfx creation along with artistic and technical audio skills for beginners.",Udemy
The Complete Guide to Bot Creation,Udemy,and Automating your Everyday Work,Udemy
Getting Started with Java,Udemy,A gentle introduction to the Java programming language along with the tools you will need to be a productive developer,Udemy
Learn Plugin Development in WordPress By Building Projects,Udemy,Learn the Art and Science of WordPress Plugin Development,Udemy
WordPress REST API Complete Beginners Guide,Udemy,"Use JavaScript and the WordPress REST API in Themes, Plugins & Decoupled Sites",Udemy
SQL for Beginners with Microsoft SQL Server Database,Udemy,Step by Step guide for learning SQL. Go from Zero to Hero and learn SQL with Microsoft SQL Server Database.,Udemy
The Ultimate Swagger Tools Course: Build OpenAPI with Ease,Udemy,"Swagger tutorial for simplified OpenAPI design, documentation, development, & testing - unified tool for OpenAPI",Udemy
Full Oracle Database Administration with RAC,Udemy,"Learn Oracle Database Administration, 12C R2 RAC Administration, Oracle Backup and Recovery concepts in this course",Udemy
CSS3 Basics,Udemy,Everything you need to know about Basic CSS3 Properties,Udemy
The Complete Spark AR Course: Build 10 Instagram AR Effects,Udemy,Become a Spark AR Developer by Building 10 Augmented Reality Camera Effects for Instagram using Spark AR Studio.,Udemy
LangChain 101 for Beginners (OpenAI / ChatGPT / LLMOps),Udemy,"Learn all the basics of LangChain by building LLM-powered Python applications with OpenAI, HuggingFace and Chroma!",Udemy
Learn Programming - An Introduction For Non-Programmers,Udemy,Learn how to write your own computer programs. This course is a stepping stone into the world of programming.,Udemy
FastAPI Full Stack Web Development (API + Webapp),Udemy,Experience building high-performance APIs with Industry-standard best practices. It's gonna be hard but worth it.,Udemy
Learn Complete Python-3 GUI using Tkinter,Udemy,Through this Course master in Python Tkinter & Create real world projects in Python 3 and GUI Based Python!,Udemy
ROBLOX Studio 2023: Complete Lua Scripting & Modeling Basics,Udemy,Learn the basics in ROBLOX Studio and the Lua syntax in order to create games!,Udemy
NodeJS - The Complete Web Developer Bootcamp 2023,Udemy,"Build Real World Web Apps Using Node, Express, PostgreSQL, MongoDB and more...",Udemy
"Learn JIRA Quickly - Enhance your resume, Move Ahead!",Udemy,"Plan, track, work – smarter & faster! Learn  Atlassian JIRA from scratch, enhance your resume & impress everyone!",Udemy
React JS Masterclass: Zero To Job Ready With 10 Projects,Udemy,"Become React Developer: React Core, Hooks, APIs,Routing, Context, Reducers, Redux, Firebase, Tailwind, Deployment & More",Udemy
Node.js Tutorial For Absolute Beginners,Udemy,"Learn nodejs with V8, Express, core JavaScript concepts, and more.",Udemy
C# Introduction,Udemy,Learn the fundamentals of programming in this Microsoft language,Udemy
SQL Server Master Data Services for Master Data Management,Udemy,"MDM, SQL Server, Data Modeling, Data Integration, Data Quality, Data Management, Business Intelligence, Data Architect",Udemy
Create Dynamic Forms HTML CSS JavaScript and jQueryUI,Udemy,Guide to accessing form content and utilizing the data within jQuery and JavaScript code,Udemy
Hilt Dependency Injection in Android with Kotlin 2023,Udemy,Hilt with Kotlin in theory and practice in an Android application,Udemy
Natural Language Processing for Text Summarization,Udemy,Understand the basic theory and implement three algorithms step by step in Python! Implementations from scratch!,Udemy
The Comple JavaScript From Beginner To Advanced,Udemy,Start learning JavaScript today and join the biggest programming community in the world!,Udemy
100 Algorithms Challenge,Udemy,How to Ace the JavaScript Coding Interview,Udemy
Full Stack Web & Mobile App Development | Mern Stack Project,Udemy,"Full Stack Web Development and Mobile App Development with React JS, React Native, NodeJS, MongoDB | MERN Stack Projects",Udemy
Natural Language Processing: NLP In Python with 2 Projects,Udemy,"Learn NLP with Machine Learning Algorithms, Spacy, NLTK, TextBlob for Text Processing, Text Classification and Much More",Udemy
Golang For DevOps And Cloud Engineers,Udemy,"Learn by example how to use Go (Golang) with REST APIs, Amazon Web Services (AWS), Azure, GitHub, Kubernetes, and more",Udemy
iOS 13 & Swift 5: Chat App With Firestore | MVVM,Udemy,Real Time Chat App with Cloud Firestore & Swift 5,Udemy
"Rocking DevOps with Jenkins, Kubernetes, Ansible",Udemy,"Master DevOps with Jenkins CI/CD Pipelines using Git, Ansible, Docker, Kubernetes, DevSecOps, with interview guide",Udemy
Practical Google BigQuery for those who already know SQL,Udemy,"Learn how to become BigQuery power user and kick-off you career as Data Scientist, Data Engineer, Analyst or Developer",Udemy
Learn Java Programming - Beginners guide 2023,Udemy,Learn Java And Become a Java Programmer. Learn Core OOP Java fundamentals,Udemy
Introduction to Node-RED,Udemy,Learn Node-RED for rapid prototyping and development of applications,Udemy
Oracle Apex - Web App Development,Udemy,Build enterprise apps 20 x faster with 100 x less code.,Udemy
Learn Basic to Advance JIRA for Testers/QA/Test Manager-2023,Udemy,"Setup Jira Trial Account | Bug Tracking, Task Management & Agile/Scrum Project Management using JIRA | Realtime Examples",Udemy
Programming with Python,Udemy,"Python is a powerful and versatile programming language used in a variety of applications including web, desktop, & more",Udemy
neural networks for sentiment and stock price prediction,Udemy,How to predict stock prices with neural networks and sentiment with neural networks. Machine learning hands on data scie,Udemy
Python and Flask Full-Stack Web Development for beginners,Udemy,Learn to create and deploy web applications with Python and Flask,Udemy
Mapping in Leaflet JS,Udemy,Data | Plugins | Layouts | Interactivity,Udemy
Refactoring Java with IntelliJ IDEA,Udemy,"Learn to refactor like you mean it, stress-free, using IntelliJ IDEA's built-in refactorings",Udemy
Laravel Database Queries - From Beginner to Super Advanced,Udemy,Master Laravel Query Builder and Eloquent ORM - the Most Important Things when building any Dynamic Web App in Laravel,Udemy
Become a Node.js developer:/Node.js/Express.js/MongoDB/APILearn Node.js from scratch by building a real-world  Chat application and a REST  API,Udemy,Learn Node.js from scratch by building a real-world  Chat application and a REST  API,Udemy
Mastering ASP.NET Core MVC 3.1 & 5.0 From Scratch Using C#,Udemy,Learn How to build Modern Web Applications using ASP.NET Core MVC - Step By Step,Udemy
Let's Get Interactive with Storyline 3 / 360,Udemy,Create an eLearning Game to Learn How to Develop with Storyline,Udemy
Professional Scrum with Kanban (PSK I) Certification Prep,Udemy,Theory + Practice Questions,Udemy
Next.JS with Sanity CMS - Serverless Blog App (w/ Vercel),Udemy,"Build your own Blog App with the latest Next.JS & React(Next 9.4+, React hooks). Learn how to use headless Sanity CMS.",Udemy
Python Programming/Script/OOP/Advanced for Python Projects,Udemy,Python for Projects Script Advanced Python Object Oriented Programming Python OOP Python 3 Automation Python Projects,Udemy
Freemium Principles: Design F2P Games that Generate Revenue,Udemy,Learn how to Develop & Design Free to Play Games Using Analytics and Monetization that will Gauranteed makes Users Spend,Udemy
Full WordPress Website For Beginners: Learn WordPress A-Z,Udemy,"Learn how to create a complete website with WordPress (no coding) - Elementor, WooCommerce, Membership, Email forms &...",Udemy
Learn MongoDB 3 and Rapidly Develop Scalable Applications,Udemy,"Become a better developer with this complete intro to MongoDB, the most popular NoSQL Database around",Udemy
Learn DevOps: Scaling apps On-Premises and in the Cloud,Udemy,"Get experienced with Vagrant, DigitalOcean, Cassandra, AWS, Elastic Beanstalk, Terraform, Kubernetes, Deis, and Docker",Udemy
The Complete MySQL Bootcamp: Become an Expert in SQL & MySQL,Udemy,"In our complete MySQL Bootcamp you will learn how to write complete queries, build real web applications, & so much more",Udemy
"HP UFT Online Training, HP QTP Online Course, free videos",Udemy,Foundation course for beginners to start working on automation testing tool HP UFT Unified functional testing,Udemy
RASA :Build and Deploy Chatbot On The Cloud (100% FREE),Udemy,Your RASA Course Guide From Installation to Deployment And Get Your RASA Certification !,Udemy
"AWS Lambda, Python(Boto3) & Serverless- Beginner to Advanced",Udemy,"Beginners looking to learn AWS Lambda & build Serverless Apps using Lambda,Python(Boto3)( No coding experience required)",Udemy
Optimizing web performance and critical rendering path,Udemy,Learn about the impact that CSS has on website performance,Udemy
I want to connect my Xamarin Forms app to REST API,Udemy,"In less than 3hours, learn how to create a REST API with ASP.NET Core and call it from Xamarin Forms app (iOS & Android)",Udemy
Python for Beginners: Learn Python with Practical Exercises!,Udemy,"Complete with Examples, Quizzes, Exercises and Game Building",Udemy
Mastering Microsoft Power Apps 2023: From Zero to Hero,Udemy,"Unlock the Power of Low-Code with MS PowerApps: Drive Efficiency, Enhance Collaboration, and Master M365 Connectivity",Udemy
Web Hosting Introduction: How to Publish Your Website Online,Udemy,"Introductory course on web hosting, domain registration, and how you can easily publish and edit your website online.",Udemy
Web Development Boot Camp 2021,Udemy,Learn Complete Web Development in 24 Hours boot camp + Content. We will create a lot of websites from Scratch!,Udemy
Comprehensive Python Programming Course with Hands-on Coding,Udemy,"Start from scratch and enter the world of Python programming, Analytics & Data Science with this in-depth Python course.",Udemy
Data Science for Professionals,Udemy,It's time to leave spreadsheets behind...,Udemy
Learn to Create & Publish Games for Mobile,Udemy,Mobile development made easy. Learn C# using Unity and create & publish your own mobile game,Udemy
Git and GitHub from scratch,Udemy,Basics of the most popular version control system for people who has not used Git and GitHub before,Udemy
Laravel 10 - Build Multi Vendor Ecommerce Website (2023),Udemy,"Develop a Robust Multi-Vendor E-commerce Website Using Laravel 10, with Comprehensive Step-by-step Instructions",Udemy
Adobe Muse CC Course - Design and Launch Websites,Udemy,Design and build responsive websites without having to know code. Learn web design with Adobe Muse Creative Cloud.,Udemy
"Start with TALL: Use Tailwind, Alpine, Laravel & Livewire",Udemy,"Build a dynamic and reactive subscribers system, using the best frameworks and libraries for CSS, JavaScript, and PHP.",Udemy
JavaFX tutorial: Learn JavaFX with Examples,Udemy,Create amazing Java GUI applications with this hands-on JavaFX course.Become a pro in JavaFX by leveraging JavaFX API,Udemy
React JS Notes App & Crash Course,Udemy,Learn React while building a cool notes application,Udemy
CSS Flexbox in Depth,Udemy,Don't just learn CSS Flexbox. Gain experience in it. Take your HTML and CSS to a new level.,Udemy
Computer Vision: YOLO Custom Object Detection with Colab GPU,Udemy,YOLO: Pre-Trained Coco Dataset and Custom Trained Coronavirus Object Detection Model with Google Colab GPU Training,Udemy
jQuery Course Beginner to Professional jQuery for beginners,Udemy,jQuery for beginners jQuery Exercises Included with Source Code. Create Dynamic Interactive web content jQuery Coding,Udemy
Practical Introduction to Machine Learning with Python,Udemy,Quickly Learn the Essentials of Artificial Intelligence (AI) and Machine Learning (ML),Udemy
Loopback 4: Modern ways to Build APIs in Typescript & NodeJs,Udemy,"Build Amazing APIs with Typescript, NodeJs, MongoDB, and Mysql",Udemy
"Cluster Analysis- Theory & workout using  SAS and RUnsupervised Machine Learning  : Hierarchical & non hierarchical clustering (k-means), theory & SAS / R program",Udemy,"Unsupervised Machine Learning  : Hierarchical & non hierarchical clustering (k-means), theory & SAS / R program",Udemy
Mobile Product Management for beginners,Udemy,Learn the fundamentals to successfully work closely with designers and developers to build mobile applications,Udemy
2022 Python Bootcamp for Data Science Numpy Pandas & Seaborn,Udemy,"With Exercises : Learn to use NumPy, Pandas, Seaborn , Matplotlib  for Data Manipulation and Exploration with Python",Udemy
Beginner's Guide to Python Data Analysis & Visualization,Udemy,"Get started on data science with pandas and numpy from scratch in Python 3. Learn thoroughly, with breeze.",Udemy
Learn Python and Django: Payment Processing,Udemy,"Learn Python and Django Step-by-Step. Build and Launch an e-commerce Website, from Scratch.",Udemy
Server Infrastructure Basics,Udemy,Everything you need to know about Server Infrastructure,Udemy
Learn Mobile App Development with .NET MAUI,Udemy,Build Native Cross Platforms Real World Mobile Applications with .NET MAUI,Udemy
"OpenAI API with Python Bootcamp: ChatGPT API, GPT-4, DALL·E",Udemy,Learn ChatGPT API with Python. Integrate OpenAI Models like GPT-4 with your Python Applications. Project-based course.,Udemy
Product Management for Maximum Impact,Udemy,"Product Management Videos, Insights, Success Metrics",Udemy
Python Playground for Kids & Absolute Beginners,Udemy,Let's play Python with wizard and fairy!,Udemy
Apache Airflow: The Operators Guide,Udemy,Step up with Apache Airflow! Master Airflow Operators and create incredible data pipelines!,Udemy
"*UPDATED* Web Development Secrets 2023 - CRP, HTTP, AJAX ETC",Udemy,"Understand the Critical Rendering Path, AJAX, HTTP and how to fetch data from a server. Novice to pro in easy steps.",Udemy
Ubuntu Linux on Windows With VirtualBox For Web Development,Udemy,Running Ubuntu Linux on a Windows Computer Is A Breeze With This Course!,Udemy
"Installing Wordpress - Installation, Registrars & Hosting",Udemy,"Wordpress installation using separate domain registrar and web host, plus why it is essential to set it up that way.",Udemy
Create a PHP Login and Registration System From Scratch 2020,Udemy,"The FULLEST and complete Login and Registration System course using PHP, MySQL and Ajax.. from scratch!",Udemy
"Learn HTML,CSS,JAVASCRIPT",Udemy,"Learn HTML, CSS and JS in a better way",Udemy
Webpack 5 in 2023: Optimizing For Production,Udemy,"Optimize your Webpack 5 configuration for Production with Code Splitting, Lazy Loading, Gzip compression etc.",Udemy
From Sketch Design to iOS App with Swift and Xcode,Udemy,Master Creating Custom User Interfaces for Your Apps: Design a Cool iOS App and Build it From Start to Finish,Udemy
Django with GraphQL,Udemy,Integrating GraphQL API with Django Framework,Udemy
Mastery in Java Web Services and RESTful API with SpringBoot,Udemy,Build Java Web Services and REST API - RESTful and SOAP - with Spring & Spring Boot,Udemy
Unity2D Professional Development From A to Z Build 10 Games,Udemy,"Complete Guide to Design, Build, Monetize and Publish Professional Games Using  Unity for iOS & Android.",Udemy
Machine Learning: Build neural networks in 77 lines of code,Udemy,Machine Learning and Artificial Intelligence for beginners. How to build a neural network in 77 lines of Python code.,Udemy
